tname,tnameLastToken,attname,attNameLastToken,attNameFirstToken
Tim Hortons Brier,Brier,ends won,won,ends
Tim Hortons Brier,Brier,ends lost,lost,ends
Tim Hortons Brier,Brier,l,l,l
Tim Hortons Brier,Brier,locale,locale,locale
Tim Hortons Brier,Brier,pa,pa,pa
Tim Hortons Brier,Brier,pf,pf,pf
Tim Hortons Brier,Brier,shot pct,pct,shot
Tim Hortons Brier,Brier,skip,skip,skip
Tim Hortons Brier,Brier,stolen ends,ends,stolen
Tim Hortons Brier,Brier,w,w,w
Time Warner Cable Road Runner 250,250,driver,driver,driver
Time Warner Cable Road Runner 250,250,grid,grid,grid
Time Warner Cable Road Runner 250,250,laps,laps,laps
Time Warner Cable Road Runner 250,250,points,points,points
Time Warner Cable Road Runner 250,250,team,team,team
Time Warner Cable Road Runner 250,250,time / retired,retired,time
titles serialized in Issue magazine,magazine,creator,creator,creator
titles serialized in Issue magazine,magazine,localized title,title,localized
titles serialized in Issue magazine,magazine,origin,origin,origin
titles serialized in Issue magazine,magazine,title,title,title
titles serialized in Issue magazine,magazine,years,years,years
Titus episodes,episodes,directed by,by,directed
Titus episodes,episodes,no in series,series,no
Titus episodes,episodes,original air date,date,original
Titus episodes,episodes,production code,code,production
Titus episodes,episodes,title,title,title
Titus episodes,episodes,written by,by,written
Tokushima Vortis,Vortis,attendance / g,g,attendance
Tokushima Vortis,Vortis,div,div,div
Tokushima Vortis,Vortis,emperor 's cup,cup,emperor
Tokushima Vortis,Vortis,j league cup,cup,j
Tokushima Vortis,Vortis,pos,pos,pos
Tokushima Vortis,Vortis,season,season,season
Tokushima Vortis,Vortis,tms,tms,tms
Tonga national rugby union team,team,conv,conv,conv
Tonga national rugby union team,team,draw,draw,draw
Tonga national rugby union team,team,drop,drop,drop
Tonga national rugby union team,team,lost,lost,lost
Tonga national rugby union team,team,pens,pens,pens
Tonga national rugby union team,team,player,player,player
Tonga national rugby union team,team,span,span,span
Tonga national rugby union team,team,start,start,start
Tonga national rugby union team,team,tries,tries,tries
Top 14 season,season,bonus points,points,bonus
Top 14 season,season,club,club,club
Top 14 season,season,drawn,drawn,drawn
Top 14 season,season,lost,lost,lost
Top 14 season,season,played,played,played
Top 14 season,season,points for,for,points
Top 14 season,season,points against,against,points
Top 14 season,season,points,points,points
Toppserien,Toppserien,first appearance,appearance,first
Toppserien,Toppserien,home ground,ground,home
Toppserien,Toppserien,home city,city,home
Toppserien,Toppserien,in toppserien since,since,in
Toppserien,Toppserien,seasons,seasons,seasons
Toppserien,Toppserien,team,team,team
Toronto Argonauts season,season,attendance,attendance,attendance
Toronto Argonauts season,season,date,date,date
Toronto Argonauts season,season,final score,score,final
Toronto Argonauts season,season,location,location,location
Toronto Argonauts season,season,opponent,opponent,opponent
Toronto Argonauts season,season,record,record,record
Toronto Argonauts season,season,week,week,week
Toronto Argonauts season,season,cfl team,team,cfl
Toronto Argonauts season,season,college,college,college
Toronto Argonauts season,season,pick,pick,pick
Toronto Argonauts season,season,player,player,player
Toronto Argonauts season,season,position,position,position
Toronto Argonauts season,season,round,round,round
Toronto Argonauts season,season,school / club team,team,school
Toronto Blue Jays season,season,attendance,attendance,attendance
Toronto Blue Jays season,season,date,date,date
Toronto Blue Jays season,season,loss,loss,loss
Toronto Blue Jays season,season,opponent,opponent,opponent
Toronto Blue Jays season,season,record,record,record
Toronto Blue Jays season,season,score,score,score
Toronto Blue Jays season,season,series,series,series
Toronto FC records,records,canadian championship,championship,canadian
Toronto FC records,records,concacaf champions league,league,concacaf
Toronto FC records,records,league,league,league
Toronto FC records,records,name,name,name
Toronto FC records,records,total,total,total
Toronto Maple Leafs season,season,date,date,date
Toronto Maple Leafs season,season,home,home,home
Toronto Maple Leafs season,season,record,record,record
Toronto Maple Leafs season,season,score,score,score
Toronto Maple Leafs season,season,visitor,visitor,visitor
Toronto Maple Leafs season,season,game,game,game
Toronto Maple Leafs season,season,opponent,opponent,opponent
Toronto Maple Leafs season,season,attendance,attendance,attendance
Toronto Maple Leafs season,season,decision,decision,decision
Toronto Maple Leafs season,season,points,points,points
Toronto Maple Leafs season,season,location,location,location
Toronto Maple Leafs season,season,location / attendance,attendance,location
Toronto Maple Leafs season,season,march,march,march
Toronto Raptors all-time roster,roster,nationality,nationality,nationality
Toronto Raptors all-time roster,roster,no,no,no
Toronto Raptors all-time roster,roster,player,player,player
Toronto Raptors all-time roster,roster,position,position,position
Toronto Raptors all-time roster,roster,school / club team,team,school
Toronto Raptors all-time roster,roster,years in toronto,toronto,years
Toronto Raptors season,season,date,date,date
Toronto Raptors season,season,game,game,game
Toronto Raptors season,season,high assists,assists,high
Toronto Raptors season,season,high rebounds,rebounds,high
Toronto Raptors season,season,high points,points,high
Toronto Raptors season,season,location attendance,attendance,location
Toronto Raptors season,season,record,record,record
Toronto Raptors season,season,score,score,score
Toronto Raptors season,season,team,team,team
Torquay United F.C. season,season,cup apps,apps,cup
Torquay United F.C. season,season,cup goals,goals,cup
Torquay United F.C. season,season,league apps,apps,league
Torquay United F.C. season,season,league goals,goals,league
Torquay United F.C. season,season,no,no,no
Torquay United F.C. season,season,player,player,player
Torquay United F.C. season,season,rc,rc,rc
Torquay United F.C. season,season,total apps,apps,total
Torquay United F.C. season,season,total goals,goals,total
Torquay United F.C. season,season,yc,yc,yc
Tottenham Hotspur F.C. season,season,fa cup,cup,fa
Tottenham Hotspur F.C. season,season,league cup,cup,league
Tottenham Hotspur F.C. season,season,player,player,player
Tottenham Hotspur F.C. season,season,position,position,position
Tottenham Hotspur F.C. season,season,premier league,league,premier
Tottenham Hotspur F.C. season,season,total,total,total
Tottenham Hotspur F.C. season,season,uefa cup,cup,uefa
Tottenham Hotspur F.C. season,season,apps,apps,apps
Tottenham Hotspur F.C. season,season,goals,goals,goals
Tottenham Hotspur F.C. season,season,nationality,nationality,nationality
Tottenham Hotspur F.C. season,season,pos,pos,pos
Tour de Georgia,Georgia,aggressive rider,rider,aggressive
Tour de Georgia,Georgia,general classification,classification,general
Tour de Georgia,Georgia,sprint classification,classification,sprint
Tour de Georgia,Georgia,stage,stage,stage
Tour de Georgia,Georgia,team classification,classification,team
Tour de Georgia,Georgia,young classification,classification,young
Tour de Romandie,Romandie,name,name,name
Tour de Romandie,Romandie,nationality,nationality,nationality
Tour de Romandie,Romandie,points,points,points
Tour de Romandie,Romandie,previous rank,rank,previous
Tour de Romandie,Romandie,rank,rank,rank
Tour de Romandie,Romandie,team,team,team
Tour de Romandie,Romandie,combativity prize,prize,combativity
Tour de Romandie,Romandie,general classification,classification,general
Tour de Romandie,Romandie,mountains classification,classification,mountains
Tour de Romandie,Romandie,sprints classification,classification,sprints
Tour de Romandie,Romandie,stage,stage,stage
Tour de Romandie,Romandie,team classification,classification,team
Tour de Romandie,Romandie,youth classification,classification,youth
Tour de Suisse,Suisse,general classification,classification,general
Tour de Suisse,Suisse,mountains classification,classification,mountains
Tour de Suisse,Suisse,points classification,classification,points
Tour de Suisse,Suisse,sprints classification,classification,sprints
Tour de Suisse,Suisse,stage,stage,stage
Tour de Suisse,Suisse,team classification,classification,team
Tour de Suisse,Suisse,winner,winner,winner
Tour of Flanders,Flanders,average climb,climb,average
Tour of Flanders,Flanders,kilometer,kilometer,kilometer
Tour of Flanders,Flanders,length,length,length
Tour of Flanders,Flanders,name,name,name
Tour of Flanders,Flanders,number,number,number
Tour of Flanders,Flanders,pavement,pavement,pavement
Tour of Missouri,Missouri,build a bear best young rider blue jersey,jersey,build
Tour of Missouri,Missouri,drury hotels most aggressive rider red jersey,jersey,drury
Tour of Missouri,Missouri,edward jones investments points classification green jersey,jersey,edward
Tour of Missouri,Missouri,michelob ultra mountains classification gold polka dot jersey,jersey,michelob
Tour of Missouri,Missouri,missouri department of tourism general classification yellow jersey,jersey,missouri
Tour of Missouri,Missouri,stage,stage,stage
Tour of Missouri,Missouri,team classification,classification,team
Tour of Qatar,Qatar,general classification,classification,general
Tour of Qatar,Qatar,points classification,classification,points
Tour of Qatar,Qatar,stage,stage,stage
Tour of Qatar,Qatar,teams classification,classification,teams
Tour of Qatar,Qatar,winner,winner,winner
Tour of Qatar,Qatar,young rider classification,classification,young
Tour of the Basque Country,Country,country,country,country
Tour of the Basque Country,Country,cyclist,cyclist,cyclist
Tour of the Basque Country,Country,team,team,team
Tour of the Basque Country,Country,time,time,time
Tour of the Basque Country,Country,uci protour points,points,uci
Tour of the Basque Country,Country,general classification,classification,general
Tour of the Basque Country,Country,metas volantes classification,classification,metas
Tour of the Basque Country,Country,mountains classification,classification,mountains
Tour of the Basque Country,Country,points classification,classification,points
Tour of the Basque Country,Country,stage,stage,stage
Tour of the Basque Country,Country,team classification,classification,team
Tour of the Basque Country,Country,sprints classification,classification,sprints
Tour of the Basque Country,Country,winner,winner,winner
tournament performances by Tiger Woods,Woods,money,money,money
tournament performances by Tiger Woods,Woods,place,place,place
tournament performances by Tiger Woods,Woods,round 2,2,round
tournament performances by Tiger Woods,Woods,round 3,3,round
tournament performances by Tiger Woods,Woods,round 4,4,round
tournament performances by Tiger Woods,Woods,round 1,1,round
tournament performances by Tiger Woods,Woods,score,score,score
tournament performances by Tiger Woods,Woods,to par,par,to
tournament performances by Tiger Woods,Woods,tournament,tournament,tournament
tournament performances by Tiger Woods,Woods,year,year,year
town tramway systems in Canada,Canada,date,date,date
town tramway systems in Canada,Canada,location,location,location
town tramway systems in Canada,Canada,name of system,system,name
town tramway systems in Canada,Canada,traction type,type,traction
town tramway systems in the Netherlands,Netherlands,date,date,date
town tramway systems in the Netherlands,Netherlands,location,location,location
town tramway systems in the Netherlands,Netherlands,name of system,system,name
town tramway systems in the Netherlands,Netherlands,notes,notes,notes
town tramway systems in the Netherlands,Netherlands,traction type,type,traction
townships in North Dakota,Dakota,ansi code,code,ansi
townships in North Dakota,Dakota,county,county,county
townships in North Dakota,Dakota,geo id,id,geo
townships in North Dakota,Dakota,land,land,land
townships in North Dakota,Dakota,latitude,latitude,latitude
townships in North Dakota,Dakota,longitude,longitude,longitude
townships in North Dakota,Dakota,pop,pop,pop
townships in North Dakota,Dakota,township,township,township
townships in North Dakota,Dakota,water,water,water
Toyota Grand Prix of Long Beach,Beach,driver,driver,driver
Toyota Grand Prix of Long Beach,Beach,grid,grid,grid
Toyota Grand Prix of Long Beach,Beach,laps,laps,laps
Toyota Grand Prix of Long Beach,Beach,points,points,points
Toyota Grand Prix of Long Beach,Beach,team,team,team
Toyota Grand Prix of Long Beach,Beach,time / retired,retired,time
Toyota/Save Mart 350,350,average speed,speed,average
Toyota/Save Mart 350,350,date,date,date
Toyota/Save Mart 350,350,driver,driver,driver
Toyota/Save Mart 350,350,laps,laps,laps
Toyota/Save Mart 350,350,manufacturer,manufacturer,manufacturer
Toyota/Save Mart 350,350,race time,time,race
Toyota/Save Mart 350,350,report,report,report
Toyota/Save Mart 350,350,team,team,team
Toyota/Save Mart 350,350,year,year,year
TranSouth Athletic Conference,Conference,current conference,conference,current
TranSouth Athletic Conference,Conference,enrollment,enrollment,enrollment
TranSouth Athletic Conference,Conference,founded,founded,founded
TranSouth Athletic Conference,Conference,institution,institution,institution
TranSouth Athletic Conference,Conference,joined,joined,joined
TranSouth Athletic Conference,Conference,left,left,left
TranSouth Athletic Conference,Conference,location,location,location
TranSouth Athletic Conference,Conference,nickname,nickname,nickname
TranSouth Athletic Conference,Conference,type,type,type
Treme episodes,episodes,directed by,by,directed
Treme episodes,episodes,no,no,no
Treme episodes,episodes,original air date,date,original
Treme episodes,episodes,story by,by,story
Treme episodes,episodes,teleplay by,by,teleplay
Treme episodes,episodes,title,title,title
Treme episodes,episodes,us viewers,viewers,us
triathlon at the Summer Olympics,Olympics,bronze,bronze,bronze
triathlon at the Summer Olympics,Olympics,gold,gold,gold
triathlon at the Summer Olympics,Olympics,nation,nation,nation
triathlon at the Summer Olympics,Olympics,rank,rank,rank
triathlon at the Summer Olympics,Olympics,silver,silver,silver
triathlon at the Summer Olympics,Olympics,total,total,total
Tripoli Grand Prix,Prix,constructor,constructor,constructor
Tripoli Grand Prix,Prix,driver,driver,driver
Tripoli Grand Prix,Prix,location,location,location
Tripoli Grand Prix,Prix,report,report,report
Tripoli Grand Prix,Prix,year,year,year
trolleybus systems in Russia,Russia,depots,depots,depots
trolleybus systems in Russia,Russia,from,from,from
trolleybus systems in Russia,Russia,location,location,location
trolleybus systems in Russia,Russia,region,region,region
trolleybus systems in Russia,Russia,routes,routes,routes
trolleybus systems in Russia,Russia,vehicles,vehicles,vehicles
Tunisia at the Olympics,Olympics,event,event,event
Tunisia at the Olympics,Olympics,games,games,games
Tunisia at the Olympics,Olympics,medal,medal,medal
Tunisia at the Olympics,Olympics,name,name,name
Tunisia at the Olympics,Olympics,sport,sport,sport
tunnels in the United Kingdom,Kingdom,county,county,county
tunnels in the United Kingdom,Kingdom,date of opening,opening,date
tunnels in the United Kingdom,Kingdom,length,length,length
tunnels in the United Kingdom,Kingdom,tunnel,tunnel,tunnel
tunnels in the United Kingdom,Kingdom,type,type,type
Turkey at the Summer Olympics,Olympics,athlete,athlete,athlete
Turkey at the Summer Olympics,Olympics,event,event,event
Turkey at the Summer Olympics,Olympics,quarterfinals,quarterfinals,quarterfinals
Turkey at the Summer Olympics,Olympics,round of 16,16,round
Turkey at the Summer Olympics,Olympics,round of 32,32,round
Turkey at the Summer Olympics,Olympics,semifinals,semifinals,semifinals
Turkish Cup,Cup,clubs involved,involved,clubs
Turkish Cup,Cup,clubs remaining,remaining,clubs
Turkish Cup,Cup,leagues entering at this round,round,leagues
Turkish Cup,Cup,new entries this round,round,new
Turkish Cup,Cup,round,round,round
Turkish Cup,Cup,winners from previous round,round,winners
Turkish Ice Hockey Super League,League,arena,arena,arena
Turkish Ice Hockey Super League,League,club,club,club
Turkish Ice Hockey Super League,League,founded,founded,founded
Turkish Ice Hockey Super League,League,home town,town,home
Turkish Ice Hockey Super League,League,rank,rank,rank
Turkish motorcycle Grand Prix,Prix,grid,grid,grid
Turkish motorcycle Grand Prix,Prix,laps,laps,laps
Turkish motorcycle Grand Prix,Prix,manufacturer,manufacturer,manufacturer
Turkish motorcycle Grand Prix,Prix,rider,rider,rider
Turkish motorcycle Grand Prix,Prix,time / retired,retired,time
Turkmenistan Fed Cup team,team,dou w / l,l,dou
Turkmenistan Fed Cup team,team,name,name,name
Turkmenistan Fed Cup team,team,sin w / l,l,sin
Turkmenistan Fed Cup team,team,ties,ties,ties
Turkmenistan Fed Cup team,team,tkm career,career,tkm
Twenty20 Cup,Cup,average,average,average
Twenty20 Cup,Cup,bbi,bbi,bbi
Twenty20 Cup,Cup,economy,economy,economy
Twenty20 Cup,Cup,matches,matches,matches
Twenty20 Cup,Cup,overs,overs,overs
Twenty20 Cup,Cup,player,player,player
Twenty20 Cup,Cup,team,team,team
Twenty20 Cup,Cup,wickets,wickets,wickets
Twenty20 Cup,Cup,balls,balls,balls
Twenty20 Cup,Cup,inns,inns,inns
Twenty20 Cup,Cup,runs,runs,runs
Twenty20 Cup,Cup,s / rate,rate,s
Tyler Perry's House of Payne episodes,episodes,directed by,by,directed
Tyler Perry's House of Payne episodes,episodes,original air date,date,original
Tyler Perry's House of Payne episodes,episodes,production code,code,production
Tyler Perry's House of Payne episodes,episodes,season,season,season
Tyler Perry's House of Payne episodes,episodes,series,series,series
Tyler Perry's House of Payne episodes,episodes,title,title,title
Tyler Perry's House of Payne episodes,episodes,written by,by,written
U.S. Bank Champ Car Grand Prix of Cleveland,Cleveland,best,best,best
U.S. Bank Champ Car Grand Prix of Cleveland,Cleveland,name,name,name
U.S. Bank Champ Car Grand Prix of Cleveland,Cleveland,qual 1,1,qual
U.S. Bank Champ Car Grand Prix of Cleveland,Cleveland,qual 2,2,qual
U.S. Bank Champ Car Grand Prix of Cleveland,Cleveland,team,team,team
U.S. Bank Cleveland Grand Prix,Prix,best,best,best
U.S. Bank Cleveland Grand Prix,Prix,name,name,name
U.S. Bank Cleveland Grand Prix,Prix,qual 1,1,qual
U.S. Bank Cleveland Grand Prix,Prix,qual 2,2,qual
U.S. Bank Cleveland Grand Prix,Prix,team,team,team
U.S. CittÃ  di Palermo season,season,attendance,attendance,attendance
U.S. CittÃ  di Palermo season,season,date and time,time,date
U.S. CittÃ  di Palermo season,season,opponent,opponent,opponent
U.S. CittÃ  di Palermo season,season,result,result,result
U.S. CittÃ  di Palermo season,season,round,round,round
U.S. CittÃ  di Palermo season,season,venue,venue,venue
U.S. F National Championship,Championship,circuit,circuit,circuit
U.S. F National Championship,Championship,date,date,date
U.S. F National Championship,Championship,fastest lap,lap,fastest
U.S. F National Championship,Championship,location,location,location
U.S. F National Championship,Championship,most laps led,led,most
U.S. F National Championship,Championship,pole position,position,pole
U.S. F National Championship,Championship,rnd,rnd,rnd
U.S. F National Championship,Championship,supporting,supporting,supporting
U.S. F National Championship,Championship,winning team,team,winning
U.S. F National Championship,Championship,winning driver,driver,winning
U.S. state constitutional amendments banning same-sex unions,unions,date,date,date
U.S. state constitutional amendments banning same-sex unions,unions,no vote,vote,no
U.S. state constitutional amendments banning same-sex unions,unions,state,state,state
U.S. state constitutional amendments banning same-sex unions,unions,vote outcome,outcome,vote
U.S. state constitutional amendments banning same-sex unions,unions,yes vote,vote,yes
UB La Palma,Palma,cup competitions,competitions,cup
UB La Palma,Palma,division,division,division
UB La Palma,Palma,pos,pos,pos
UB La Palma,Palma,postseason,postseason,postseason
UB La Palma,Palma,season,season,season
UB La Palma,Palma,tier,tier,tier
UCI Cyclo-cross World Championships,Championships,bronze,bronze,bronze
UCI Cyclo-cross World Championships,Championships,gold,gold,gold
UCI Cyclo-cross World Championships,Championships,nation,nation,nation
UCI Cyclo-cross World Championships,Championships,rank,rank,rank
UCI Cyclo-cross World Championships,Championships,silver,silver,silver
UCI Cyclo-cross World Championships,Championships,total,total,total
UCI Road World Championships - men's under-23 time trial,trial,bronze,bronze,bronze
UCI Road World Championships - men's under-23 time trial,trial,gold,gold,gold
UCI Road World Championships - men's under-23 time trial,trial,nation,nation,nation
UCI Road World Championships - men's under-23 time trial,trial,rank,rank,rank
UCI Road World Championships - men's under-23 time trial,trial,silver,silver,silver
UCI Road World Championships - men's under-23 time trial,trial,total,total,total
UCI Road World Championships - women's time trial,trial,bronze,bronze,bronze
UCI Road World Championships - women's time trial,trial,gold,gold,gold
UCI Road World Championships - women's time trial,trial,nation,nation,nation
UCI Road World Championships - women's time trial,trial,rank,rank,rank
UCI Road World Championships - women's time trial,trial,silver,silver,silver
UCI Road World Championships - women's time trial,trial,total,total,total
UCI Road World Cup,Cup,country,country,country
UCI Road World Cup,Cup,date,date,date
UCI Road World Cup,Cup,leader 's team,team,leader
UCI Road World Cup,Cup,race,race,race
UCI Road World Cup,Cup,team,team,team
UCI Road World Cup,Cup,winner,winner,winner
UCI Road World Cup,Cup,world cup leader,leader,world
UCI Track Cycling World Cup Classics,Classics,rank,rank,rank
UCI Track Cycling World Cup Classics,Classics,round1,round1,round1
UCI Track Cycling World Cup Classics,Classics,round2,round2,round2
UCI Track Cycling World Cup Classics,Classics,round3,round3,round3
UCI Track Cycling World Cup Classics,Classics,round4,round4,round4
UCI Track Cycling World Cup Classics,Classics,round5,round5,round5
UCI Track Cycling World Cup Classics,Classics,team,team,team
UCI Track Cycling World Cup Classics,Classics,total points,points,total
UCLA Bruins baseball team,team,attendance,attendance,attendance
UCLA Bruins baseball team,team,date,date,date
UCLA Bruins baseball team,team,loss,loss,loss
UCLA Bruins baseball team,team,opponent,opponent,opponent
UCLA Bruins baseball team,team,overall record,record,overall
UCLA Bruins baseball team,team,pac - 10 record,record,pac
UCLA Bruins baseball team,team,save,save,save
UCLA Bruins baseball team,team,score,score,score
UCLA Bruins baseball team,team,site / stadium,stadium,site
UCLA Bruins baseball team,team,win,win,win
UE Lleida season,season,h / a,a,h
UE Lleida season,season,kick off,off,kick
UE Lleida season,season,opponents,opponents,opponents
UE Lleida season,season,referee,referee,referee
UE Lleida season,season,result,result,result
UE Lleida season,season,round,round,round
UE Lleida season,season,c apps,apps,c
UE Lleida season,season,l g,g,l
UE Lleida season,season,l apps,apps,l
UE Lleida season,season,nat,nat,nat
UE Lleida season,season,player,player,player
UE Lleida season,season,pos,pos,pos
UE Lleida season,season,total g,g,total
UE Lleida season,season,total apps,apps,total
UEFA Champions League,League,agg,agg,agg
UEFA Champions League,League,team 2,2,team
UEFA Champions League,League,team 1,1,team
UEFA Champions League -11,-11,agg,agg,agg
UEFA Champions League -11,-11,team 2,2,team
UEFA Champions League -11,-11,team 1,1,team
UEFA Champions League knockout stage,stage,agg,agg,agg
UEFA Champions League knockout stage,stage,team 2,2,team
UEFA Champions League knockout stage,stage,team 1,1,team
UEFA club competition records,records,debut in europe,europe,debut
UEFA club competition records,records,games,games,games
UEFA club competition records,records,goal ratio,ratio,goal
UEFA club competition records,records,goals,goals,goals
UEFA club competition records,records,player,player,player
UEFA club competition records,records,rank,rank,rank
UEFA Cup,Cup,agg,agg,agg
UEFA Cup,Cup,team 2,2,team
UEFA Cup,Cup,team 1,1,team
UEFA Europa League,League,agg,agg,agg
UEFA Europa League,League,team 2,2,team
UEFA Europa League,League,team 1,1,team
UEFA Super Cup matches,matches,runners - up,up,runners
UEFA Super Cup matches,matches,team,team,team
UEFA Super Cup matches,matches,winners,winners,winners
UEFA Super Cup matches,matches,years won,won,years
UEFA Super Cup matches,matches,years runners - up,up,years
UFC 94,94,card,card,card
UFC 94,94,method,method,method
UFC 94,94,round,round,round
UFC 94,94,time,time,time
UFC 94,94,weight class,class,weight
UFC bonus award recipients,recipients,awards total,total,awards
UFC bonus award recipients,recipients,fighter,fighter,fighter
UFC bonus award recipients,recipients,fights of the night,night,fights
UFC bonus award recipients,recipients,knockouts of the night,night,knockouts
UFC bonus award recipients,recipients,status,status,status
UFC bonus award recipients,recipients,submissions of the night,night,submissions
UFL season,season,home gms,gms,home
UFL season,season,home total,total,home
UFL season,season,home avg,avg,home
UFL season,season,overall total,total,overall
UFL season,season,overall gms,gms,overall
UFL season,season,overall avg,avg,overall
UFL season,season,road avg,avg,road
UFL season,season,road total,total,road
UFL season,season,road gms,gms,road
UFL season,season,team,team,team
UFL season,season,top home crowd,crowd,top
Uganda national football team,team,competition,competition,competition
Uganda national football team,team,date,date,date
Uganda national football team,team,location,location,location
Uganda national football team,team,opponent,opponent,opponent
Uganda national football team,team,score,score,score
Ukraine national association football team,team,average,average,average
Ukraine national association football team,team,caps,caps,caps
Ukraine national association football team,team,career,career,career
Ukraine national association football team,team,goals,goals,goals
Ukraine national association football team,team,player,player,player
Ukrainian First League,League,coach,coach,coach
Ukrainian First League,League,league and position in 1991,1991,league
Ukrainian First League,League,location,location,location
Ukrainian First League,League,team,team,team
Ukrainian First League,League,venue,venue,venue
Ukrainian First League,League,capacity,capacity,capacity
Ukrainian First League,League,club,club,club
Ukrainian First League,League,rank,rank,rank
Ukrainian First League,League,region,region,region
Ukrainian First League,League,stadium,stadium,stadium
Ukrainian Football Amateur Association,Association,champion,champion,champion
Ukrainian Football Amateur Association,Association,season,season,season
Ukrainian Football Amateur Association,Association,second,second,second
Ukrainian Football Amateur Association,Association,third,third,third
Ukrainian Football Amateur Association,Association,top scorer,scorer,top
Ukrainian Football Amateur Association,Association,zone,zone,zone
ULEB Cup,Cup,agg,agg,agg
ULEB Cup,Cup,team 2,2,team
ULEB Cup,Cup,team 1,1,team
ULEB Cup Knockout Stage,Stage,agg,agg,agg
ULEB Cup Knockout Stage,Stage,team 2,2,team
ULEB Cup Knockout Stage,Stage,team 1,1,team
UniMÃ¡s affiliates,affiliates,channel tv,tv,channel
UniMÃ¡s affiliates,affiliates,city of license / market,market,city
UniMÃ¡s affiliates,affiliates,owned since,since,owned
UniMÃ¡s affiliates,affiliates,station,station,station
UniMÃ¡s affiliates,affiliates,year of affiliation,affiliation,year
United States Grand Prix,Prix,constructor,constructor,constructor
United States Grand Prix,Prix,driver,driver,driver
United States Grand Prix,Prix,grid,grid,grid
United States Grand Prix,Prix,part 1,1,part
United States Grand Prix,Prix,pos,pos,pos
United States men's national water polo team,team,height,height,height
United States men's national water polo team,team,name,name,name
United States men's national water polo team,team,pos,pos,pos
United States men's national water polo team,team,weight,weight,weight
United States men's Olympic basketball team,team,age,age,age
United States men's Olympic basketball team,team,height,height,height
United States men's Olympic basketball team,team,home town,town,home
United States men's Olympic basketball team,team,name,name,name
United States men's Olympic basketball team,team,position,position,position
United States men's Olympic basketball team,team,team / school,school,team
United States men's Olympic basketball team,team,weight,weight,weight
United States motorcycle Grand Prix,Prix,grid,grid,grid
United States motorcycle Grand Prix,Prix,laps,laps,laps
United States motorcycle Grand Prix,Prix,manufacturer,manufacturer,manufacturer
United States motorcycle Grand Prix,Prix,rider,rider,rider
United States motorcycle Grand Prix,Prix,time,time,time
United States national ice hockey team rosters,rosters,birthdate,birthdate,birthdate
United States national ice hockey team rosters,rosters,birthplace,birthplace,birthplace
United States national ice hockey team rosters,rosters,height,height,height
United States national ice hockey team rosters,rosters,jersey,jersey,jersey
United States national ice hockey team rosters,rosters,name,name,name
United States national ice hockey team rosters,rosters,position,position,position
United States national ice hockey team rosters,rosters,previous club / team,team,previous
United States national ice hockey team rosters,rosters,weight,weight,weight
United States national rugby union team,team,caps,caps,caps
United States national rugby union team,team,club / province,province,club
United States national rugby union team,team,date of birth,birth,date
United States national rugby union team,team,player,player,player
United States national rugby union team,team,position,position,position
United States Navy destroyer leaders,leaders,built as,as,built
United States Navy destroyer leaders,leaders,class,class,class
United States Navy destroyer leaders,leaders,commissioned - decommissioned,decommissioned,commissioned
United States Navy destroyer leaders,leaders,nvr link,link,nvr
United States Navy destroyer leaders,leaders,reclassified as,as,reclassified
United States Navy destroyer leaders,leaders,ship,ship,ship
United States senators expelled or censured,censured,party,party,party
United States senators expelled or censured,censured,result,result,result
United States senators expelled or censured,censured,senator,senator,senator
United States senators expelled or censured,censured,state,state,state
United States senators expelled or censured,censured,year,year,year
United States women's national water polo team,team,height,height,height
United States women's national water polo team,team,name,name,name
United States women's national water polo team,team,pos,pos,pos
United States women's national water polo team,team,weight,weight,weight
Universitario de Deportes season,season,moving to,to,moving
Universitario de Deportes season,season,name,name,name
Universitario de Deportes season,season,nat,nat,nat
Universitario de Deportes season,season,transfer window,window,transfer
Universitario de Deportes season,season,type,type,type
universities in Bangladesh,Bangladesh,division,division,division
universities in Bangladesh,Bangladesh,founded,founded,founded
universities in Bangladesh,Bangladesh,location,location,location
universities in Bangladesh,Bangladesh,nick,nick,nick
universities in Bangladesh,Bangladesh,specialization,specialization,specialization
universities in Bangladesh,Bangladesh,university status,status,university
universities in Bangladesh,Bangladesh,university,university,university
universities in Bangladesh,Bangladesh,website,website,website
Unofficial Football World Championships,Championships,matches as champion,champion,matches
Unofficial Football World Championships,Championships,rank,rank,rank
Unofficial Football World Championships,Championships,reigns as champion,champion,reigns
Unofficial Football World Championships,Championships,title matches won,won,title
Unofficial Football World Championships,Championships,title last held,held,title
US Open Badminton Championships,Championships,men 's singles,singles,men
US Open Badminton Championships,Championships,men 's doubles,doubles,men
US Open Badminton Championships,Championships,mixed doubles,doubles,mixed
US Open Badminton Championships,Championships,women 's singles,singles,women
US Open Badminton Championships,Championships,women 's doubles,doubles,women
US Open Badminton Championships,Championships,year,year,year
US Open singles finalists during the open era,era,finals,finals,finals
US Open singles finalists during the open era,era,nationality,nationality,nationality
US Open singles finalists during the open era,era,player,player,player
US Open singles finalists during the open era,era,win - loss,loss,win
US Open singles finalists during the open era,era,year,year,year
USA Cycling Professional Tour,Tour,dates,dates,dates
USA Cycling Professional Tour,Tour,location,location,location
USA Cycling Professional Tour,Tour,race name,name,race
USA Cycling Professional Tour,Tour,series leader,leader,series
